"","committee_id","total","advertise","poll","research","fundraise","pay","materials","consulting","event","mail","travel","smedia","radio","television","website","newspaper"
"2049","C00661116",141646.1,2039.92,NA,2500,439.01,NA,NA,85269.11,250,104.3,1627.61,NA,NA,NA,885,NA
"2050","C00661132",45548.45,772.75,NA,NA,NA,NA,NA,485,NA,NA,406.92,NA,NA,NA,NA,NA
"2051","C00661165",6272279.72,3970972.39,21770,98659.82,7162.59,NA,72194,451831.9,112615.35,NA,40070.36,3885,171443,1667629.25,11873.67,NA
"2052","C00661173",869854.06,215553.37,NA,44100,92361.37,216985.54,NA,135527.7,2197.71,112273.75,3136.77,NA,NA,105000,64,NA
"2053","C00661181",79392.42,NA,NA,NA,NA,NA,NA,2500,227.33,38982.81,NA,NA,NA,NA,NA,NA
"2054","C00661223",441613.93,16222.38,NA,NA,18970.74,NA,NA,134024.4,NA,86126.59,NA,NA,NA,NA,NA,NA
"2055","C00661256",44253.53,NA,NA,NA,1000,NA,2665.66,NA,384.86,14890.65,NA,NA,NA,NA,650,NA
"2056","C00661348",19780.16,4173.04,NA,NA,1442,NA,NA,NA,1692,2720.62,NA,NA,NA,NA,179.88,427.32
"2057","C00661355",55857.2,16302.69,NA,NA,NA,NA,54.13,13467.21,500,515,NA,NA,NA,NA,2515.17,NA
"2058","C00661363",10553.38,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,59,NA
"2059","C00661371",128810.44,8108,NA,NA,1062.29,20655,NA,1570.1,2317.41,5537.21,1094.03,NA,8108,NA,NA,NA
"2060","C00661389",43441.62,1194.95,NA,NA,1748.25,7000,138.17,10200,603.56,NA,5254.4,293.11,NA,NA,90.43,NA
"2061","C00661405",383562.29,16004.42,NA,50775,7692.74,52524.11,NA,64574.74,789.43,930.83,4942.51,NA,NA,NA,NA,NA
"2062","C00661413",71341.54,NA,NA,NA,2270,2500,NA,13500,NA,NA,NA,NA,NA,NA,NA,NA
"2063","C00661561",999861.58,7171.2,41000,NA,77568.46,208852.37,NA,204724.78,55740.72,5886.69,13326.08,NA,NA,NA,2537.47,NA
"2064","C00661579",51967,225,NA,NA,NA,NA,NA,13175.87,295,NA,241.43,3138.92,225,NA,NA,NA
"2065","C00661587",19053.94,NA,NA,NA,NA,NA,NA,NA,625.19,9.35,NA,NA,NA,NA,177.9,NA
"2066","C00661595",1044503.78,92865.47,63050,NA,5500,110228.07,NA,59675.5,NA,325225.79,NA,NA,NA,NA,379.94,NA
"2067","C00661629",202309.24,4005,3519.87,NA,10487.25,NA,NA,54135.9,825.5,552.85,NA,4000,NA,NA,1075,NA
"2068","C00661637",936887.06,511998.8,21600,10500,18884.11,NA,4504.52,131904.22,34843.93,96850.71,4896.4,27300,45300,143200,25353.65,NA
"2069","C00661652",13991.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,NA,NA,NA,NA
"2070","C00661678",65245.37,NA,NA,2250,NA,9278.64,NA,910.83,202.33,NA,60.75,1165.12,NA,NA,5000,NA
"2071","C00661686",14141.74,1554.04,NA,NA,750,NA,NA,5000,1705.58,1674,NA,NA,NA,NA,NA,NA
"2072","C00661694",29698.48,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,400.81,NA,NA,NA,NA
"2073","C00661736",8671.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2074","C00661751",350730.78,NA,NA,NA,26670.87,NA,NA,NA,1848.97,1376.65,NA,NA,NA,NA,275.88,NA
"2075","C00661769",632906.66,30693.16,4000,NA,22727.59,7525.67,21927.9,29277,7401.96,25090.08,3969.73,NA,NA,NA,3164.64,NA
"2076","C00661777",966395.74,23402.5,28000,4000,3000,237613.23,NA,106663.74,28800.92,690.06,1340.31,NA,1000,NA,229.99,NA
"2077","C00661785",790.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2078","C00661835",157151.95,8000,NA,14121,7500,11247.85,NA,23783.74,NA,36994.95,453.17,NA,NA,8000,NA,NA
"2079","C00661868",1947508.79,55410.27,68500,NA,44107.54,232919.63,20241.27,130276.91,15282.99,17162.23,13954.67,NA,3336,NA,NA,NA
"2080","C00661876",12621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2081","C00661892",80092.51,1075.35,NA,NA,2823.08,NA,2500,53070,1323.08,NA,527.34,287.72,NA,NA,NA,NA
"2082","C00661900",101660.56,27761.5,NA,NA,6000,NA,NA,44180,522.53,20824.7,NA,NA,8387.1,NA,NA,NA
"2083","C00662080",30395.97,339.55,NA,NA,3012.32,NA,NA,NA,250,21417.12,NA,NA,NA,NA,NA,NA
"2084","C00662130",344090.92,NA,NA,37000,16924.19,46753.8,87418.04,134485.9,7577.66,467.73,NA,NA,NA,NA,NA,NA
"2085","C00662171",704828.8,NA,117290,7506.39,56673.03,NA,8827.39,58578.7,9514.18,80551.64,11744.57,NA,NA,NA,28,NA
"2086","C00662205",712751.9,264.97,33375,NA,NA,99092.74,NA,14875.92,NA,NA,3008.83,NA,NA,NA,8745,NA
"2087","C00662213",1482662.26,692840.8,36500,43779.74,15273.47,161386.22,NA,181385.46,8253,29499.14,9720.58,NA,NA,309850,1000,NA
"2088","C00662270",28683.64,NA,NA,500,288.42,9160,NA,2500,NA,NA,NA,NA,NA,NA,NA,NA
"2089","C00662296",24562.26,840,NA,NA,NA,NA,NA,NA,NA,2053.12,NA,1334.06,NA,NA,NA,NA
"2090","C00662338",51820.37,912.33,NA,NA,8772.97,NA,NA,39908.15,NA,200,607.41,NA,NA,NA,NA,NA
"2091","C00662379",44807.49,2253,NA,NA,264,NA,NA,NA,264,148.4,166.55,NA,NA,NA,NA,NA
"2092","C00662395",792498.89,70962.89,NA,NA,24960.6,157700.78,NA,63150.56,189.35,2864.97,NA,NA,NA,NA,4311.1,NA
"2093","C00662403",167045.83,6306.17,NA,NA,300,73332.71,4279.14,47636.28,NA,39436.28,NA,NA,NA,NA,NA,NA
"2094","C00662437",20092.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2095","C00662452",12887.82,805.11,NA,NA,227.71,NA,81.46,NA,95,NA,NA,1317.98,NA,NA,66.75,NA
"2096","C00662460",24132.19,2747.97,NA,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA,2377.5
"2097","C00662494",114224.91,NA,6277,NA,5179,NA,NA,28114.75,350,19203.63,NA,NA,NA,NA,NA,NA
"2098","C00662528",1878698.14,831280.36,20300,62423.4,25650,327750.7,NA,45425,3164.84,5116.4,NA,NA,NA,NA,2600,NA
"2099","C00662536",13653.01,NA,NA,NA,NA,NA,NA,9800,NA,NA,728.01,NA,NA,NA,NA,NA
"2100","C00662544",2837729,77038.44,NA,30250,2915.37,225555.55,NA,NA,2900,137717.67,18913.47,NA,NA,NA,NA,NA
"2101","C00662551",162661.37,150295.54,5820,NA,147.91,NA,NA,35246.02,NA,32617.12,NA,NA,NA,55703,1215.5,400
"2102","C00662577",4552110.42,5248361.94,156363.32,80421,34800,617859.24,NA,161477.02,13241.34,59604.8,39410.32,NA,107375,2432395,1668,NA
"2103","C00662601",981605.08,NA,NA,NA,107751.12,15198.96,NA,22500,6976.54,256897.01,42441.16,NA,NA,NA,NA,NA
"2104","C00662619",1467805.74,14252.15,NA,137683.23,65715.07,226341.76,43.78,33045.72,18832.6,68256.06,16153.05,NA,NA,NA,NA,NA
"2105","C00662627",2368.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2106","C00662635",3376.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3310,NA
"2107","C00662643",134238.98,NA,NA,9000,4700,NA,NA,11515.63,NA,5230.97,22.5,NA,NA,NA,9405.67,NA
"2108","C00662650",2559065.35,1189438.31,95000,6545.21,313440.15,79010.32,NA,224676.94,77773.43,93186.62,48303.73,NA,9702,327558.75,5552.91,NA
"2109","C00662668",474055.08,70832.25,NA,59.47,12126.56,7780.35,7580.05,76018.72,5305.34,25358.06,984.26,NA,NA,NA,3601.87,NA
"2110","C00662684",88449.04,NA,NA,NA,NA,NA,566.45,33441.09,500,NA,NA,NA,NA,NA,NA,NA
"2111","C00662692",4250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2112","C00662718",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113","C00662767",1768058.08,NA,NA,92600,NA,NA,1163.69,443215.58,NA,529.96,42233.05,NA,NA,NA,NA,NA
"2114","C00662775",54702.22,900,NA,NA,NA,NA,NA,21593.67,237.77,NA,NA,NA,NA,NA,NA,NA
"2115","C00662809",322710.04,43725.72,NA,NA,12060.4,NA,2769.12,13360.4,5200,93360.01,NA,NA,23321.93,NA,10931.06,1800
"2116","C00662817",206516.33,10544.79,NA,NA,26859.38,NA,NA,NA,5016.39,36885.28,NA,NA,NA,NA,2100,NA
"2117","C00662825",238026.51,11400,25000,NA,18500,NA,NA,23297.9,NA,6528.87,NA,NA,NA,NA,5250,NA
"2118","C00662841",29141.13,1000,NA,NA,NA,NA,445.11,NA,1422.92,NA,3964.1,NA,1000,NA,700,NA
"2119","C00662866",191552.32,10930.05,3500,NA,2166.44,NA,NA,51721.34,2166.44,45469.08,NA,NA,NA,NA,3000,NA
"2120","C00662874",1607626.57,505679.64,NA,11800.48,5700,239569.92,NA,30621.83,1846.25,134735.98,7027.1,NA,5500,145014.66,1906.94,NA
"2121","C00662882",5035.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.51,NA,NA,NA,NA,NA
"2122","C00662932",350554.99,1003.43,14602.84,NA,25873.21,NA,NA,12625,625,147772.55,NA,NA,NA,NA,5375,NA
"2123","C00662940",445789.88,358208.46,NA,NA,22462.71,950,NA,90499.19,3133.75,409.04,1133.78,NA,10182.95,97137,NA,NA
"2124","C00662957",24222.08,2112.32,NA,NA,NA,NA,NA,NA,NA,929.5,NA,10850,NA,NA,NA,NA
"2125","C00662973",105026.91,10027.3,NA,NA,NA,NA,NA,29811.11,NA,23520.2,NA,7303.23,600,500,NA,NA
"2126","C00662981",205475,NA,NA,3411.02,41153.7,NA,NA,34963.47,300,NA,5455.19,NA,NA,NA,NA,NA
"2127","C00663005",147479.87,NA,NA,NA,NA,NA,NA,47326.28,NA,9319.64,3233.98,NA,NA,NA,NA,NA
"2128","C00663013",20249.78,796.68,NA,NA,2975.4,NA,NA,NA,NA,5457.55,NA,NA,NA,NA,NA,NA
"2129","C00663054",1472575.33,NA,82980,NA,115990.21,NA,NA,87077.12,15125.15,44177.77,10347.08,NA,NA,NA,NA,NA
"2130","C00663070",225482.16,5112.21,NA,NA,31708.15,NA,17600.99,74216.83,12667.89,8970.94,15380.69,NA,NA,NA,1526.76,NA
"2131","C00663104",98555.23,NA,NA,NA,NA,NA,NA,34500,NA,NA,NA,NA,NA,NA,3500,NA
"2132","C00663138",4138.71,234.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,484.49,NA,NA,NA,NA
"2133","C00663161",660890.96,107685.15,1500,7339.3,46770.26,NA,NA,305457.09,2043.82,59566.97,NA,NA,NA,NA,3000,NA
"2134","C00663179",57650.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA
"2135","C00663187",6977.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802,NA,NA,NA,NA
"2136","C00663203",319287.7,220241.72,NA,500,14718.15,NA,NA,43659.11,1424.99,12900,NA,5651.09,34000,51500,2500,NA
"2137","C00663229",4566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2138","C00663245",39752.96,4270.95,NA,NA,800,NA,NA,5800,2500,NA,4479.37,75.67,NA,NA,NA,NA
"2139","C00663252",19247.81,NA,NA,NA,NA,NA,NA,NA,16214.87,NA,NA,NA,NA,NA,NA,NA
"2140","C00663302",156703.49,NA,NA,NA,5000,NA,NA,7800,NA,NA,NA,NA,NA,NA,NA,NA
"2141","C00663310",150199.8,22235.4,NA,2000,1078.99,NA,1075.25,31089.9,8351.91,10088.85,1238.82,993.46,1285,NA,229.44,7356.92
"2142","C00663351",38777.92,22195.89,NA,NA,NA,NA,6794.39,NA,NA,NA,NA,NA,5797.32,NA,NA,NA
"2143","C00663419",23572.14,6112.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3113.99,NA,1679.92,NA
"2144","C00663427",290185.76,582.34,NA,NA,6754.13,53457.58,NA,9654.13,1688.2,792.2,3981.32,NA,NA,NA,3225,NA
"2145","C00663435",118611.83,39164,NA,NA,NA,NA,NA,10000,2206.95,1900,NA,NA,13664,NA,NA,NA
"2146","C00663443",14062.1,990,NA,NA,NA,NA,NA,NA,NA,7165.15,300,2700,510,NA,NA,NA
"2147","C00663450",97343.45,NA,NA,NA,855.62,9199.43,NA,57.03,2211.4,223.11,NA,1950.78,NA,NA,2569,NA
"2148","C00663468",10677.25,601.26,NA,NA,NA,NA,4432.19,NA,853.87,2205.15,2687.41,NA,300.63,NA,NA,NA
"2149","C00663542",122781.78,11198.16,NA,NA,11000,NA,2841.54,35050,649.74,1759.26,566.9,374.41,NA,2000,NA,NA
"2150","C00663583",67.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151","C00663591",599420.58,212755.11,39400,NA,10838.26,40888.45,531.11,91251,8117.54,28620.02,9479.17,NA,NA,2e+05,2100,NA
"2152","C00663617",26217.06,NA,NA,NA,NA,NA,NA,NA,NA,6368.7,NA,NA,NA,NA,1500,NA
"2153","C00663724",6614.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154","C00663757",32823.88,5300,NA,NA,NA,NA,NA,NA,NA,3402.2,NA,NA,NA,NA,NA,NA
"2155","C00663773",4408.52,617.25,NA,NA,NA,NA,58.17,NA,NA,313.99,NA,NA,NA,NA,NA,NA
"2156","C00663807",18755.16,3506,NA,NA,NA,NA,441.25,NA,NA,NA,94,NA,1568,1938,NA,NA
"2157","C00663815",11461.37,350,NA,NA,NA,NA,287.16,1000,NA,NA,NA,1057.84,350,NA,NA,NA
"2158","C00663823",51837.65,24274,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,11000,NA,NA
"2159","C00663849",710100.53,173041.37,NA,35100,NA,154860.77,NA,95592.93,8165.85,93368.05,62.8,NA,NA,40000,1651.37,NA
"2160","C00663856",11522.54,6303.9,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161","C00663864",36073.07,NA,NA,NA,NA,NA,NA,372,280,12847.56,NA,NA,NA,NA,400,NA
"2162","C00663880",54207.49,NA,NA,NA,9148.3,13010.31,NA,35058.86,58.83,NA,756.26,NA,NA,NA,NA,NA
"2163","C00663906",3578.4,2153.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2153.4,NA,NA,NA
"2164","C00663914",2211878.86,17516.07,22550,3000,446632.86,NA,NA,421856.32,4350.63,40448.7,28821.96,NA,NA,NA,926.28,NA
"2165","C00663930",55596.34,NA,NA,NA,361.96,NA,NA,NA,655.3,25398.59,NA,4000,NA,NA,NA,NA
"2166","C00663971",5924.61,742.75,NA,NA,649.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2167","C00663997",14538.95,NA,NA,NA,NA,NA,NA,NA,NA,19.6,231.31,NA,NA,NA,NA,NA
"2168","C00664011",33513.99,8153.38,NA,NA,NA,NA,NA,16478.29,NA,100,NA,NA,NA,NA,NA,NA
"2169","C00664045",36099.33,9249.83,NA,1500,NA,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,NA
"2170","C00664060",372009.63,NA,NA,NA,12000,48350,NA,15500,300,NA,NA,2635.35,NA,NA,NA,NA
"2171","C00664110",13716.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4023,NA
"2172","C00664151",768768.74,33374.44,NA,300,NA,NA,NA,318482.27,5582.37,61.52,1355.69,NA,NA,NA,NA,NA
"2173","C00664177",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2174","C00664185",15938.66,225.56,NA,NA,NA,NA,NA,2700,NA,NA,NA,NA,NA,NA,45.97,NA
"2175","C00664243",14677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2176","C00664268",56713.23,22072.57,NA,NA,NA,2000,9052.8,NA,1860,NA,NA,NA,NA,NA,NA,NA
"2177","C00664292",77762.5,NA,NA,NA,NA,NA,NA,5475.48,NA,NA,NA,506.85,NA,NA,675,NA
"2178","C00664342",583261.61,30357.08,NA,NA,11241.87,3856.25,7778.48,133117.36,1495.3,NA,697.87,NA,NA,NA,NA,NA
"2179","C00664367",139417.92,NA,NA,22800,NA,NA,NA,63025.57,528.55,NA,NA,NA,NA,NA,NA,NA
"2180","C00664375",4270496.9,4172055.26,109000,14500,38850.35,276208.6,NA,89136.43,27561.43,8367.33,10553.18,NA,17000,1571683.5,NA,NA
"2181","C00664391",10742.64,NA,NA,NA,NA,NA,NA,961.6,NA,NA,NA,NA,NA,NA,NA,NA
"2182","C00664409",1133411.5,335547.46,42933.81,42933.81,19716.7,NA,1602.14,140744.51,11190.77,136241.76,6336.95,5500,NA,NA,216,NA
"2183","C00664417",864769.34,182712.47,NA,3000,NA,130544.52,NA,192544.85,7631.63,78325.54,17982.79,1947.91,250,NA,NA,NA
"2184","C00664458",265541.44,1210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2185","C00664466",225588.23,NA,NA,NA,NA,NA,NA,6964.2,1401,100321.5,NA,NA,NA,NA,NA,NA
"2186","C00664482",70182.5,6387.93,NA,NA,NA,NA,NA,NA,NA,550,NA,NA,NA,NA,NA,NA
"2187","C00664490",27850.99,NA,NA,NA,NA,NA,1500,936,4110.86,NA,568.8,NA,NA,NA,NA,NA
"2188","C00664508",39272.59,600,NA,NA,NA,NA,NA,2735.98,133,1263.9,NA,9225,NA,NA,NA,NA
"2189","C00664516",71723.63,NA,3000,NA,4576.56,NA,NA,30086.48,653.17,750,NA,2785.63,NA,NA,800,NA
"2190","C00664524",64544.47,2221.45,NA,NA,4747,NA,NA,14172,391.73,283.1,NA,NA,NA,NA,NA,NA
"2191","C00664540",30905.32,175,NA,20.2,NA,1785,155.05,0,171.32,NA,351.65,NA,NA,NA,NA,175
"2192","C00664557",12152.54,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2193","C00664565",216290.67,500,NA,4000,4750,61579.47,NA,39314.6,2088.36,14462.99,83.3,500,NA,NA,716,NA
"2194","C00664581",23452.42,940.1,NA,NA,NA,NA,NA,4500,NA,NA,NA,NA,250,NA,53,NA
"2195","C00664599",2036225.79,1495004.5,69839,10000,16064.52,288921.47,NA,51210.14,NA,178729.14,2208.74,NA,NA,734690,NA,NA
"2196","C00664607",35873.28,15586.61,NA,NA,NA,NA,NA,30762.99,10327.5,28120.12,NA,NA,NA,NA,NA,NA
"2197","C00664615",116008.09,NA,NA,NA,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA
"2198","C00664649",59269.66,NA,NA,57500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2199","C00664656",3775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2200","C00664680",49811.99,19530.1,NA,NA,NA,NA,205.68,NA,747.52,40.24,378.49,NA,850,NA,NA,NA
"2201","C00664730",8648.26,NA,NA,NA,NA,NA,NA,2240,NA,NA,NA,NA,NA,NA,NA,NA
"2202","C00664755",126664.33,3194.11,NA,NA,500,32100,5235.92,305,300,50098.82,250,NA,340,NA,901.02,NA
"2203","C00664763",50544.4,350,2500,NA,21729.03,NA,NA,3015,819.61,NA,NA,NA,350,NA,NA,NA
"2204","C00664771",52593.65,58467.92,NA,NA,NA,2298,NA,NA,NA,NA,NA,NA,34209,NA,NA,NA
"2205","C00664797",167016.51,30126.54,NA,NA,21831.81,NA,528.77,28950,2726.75,1176.69,NA,NA,2529,8712.5,NA,NA
"2206","C00664813",355940.68,NA,NA,25750,5584.21,NA,3100,2515.16,NA,59371,NA,NA,NA,NA,2500,NA
"2207","C00664821",368082.3,160924.45,NA,NA,14692.5,NA,NA,75903.03,250,3040,NA,NA,NA,NA,NA,NA
"2208","C00664847",49150,NA,NA,NA,4475,NA,NA,4475,7147.52,1277.2,1325.15,NA,NA,NA,NA,NA
"2209","C00664862",7932.61,NA,NA,NA,NA,NA,1029.33,NA,25,52.61,NA,NA,NA,NA,662,NA
"2210","C00664896",20803.22,NA,NA,NA,13506.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2211","C00664904",75791.45,28152.33,NA,NA,1767.06,NA,1968.26,21883.15,2540.84,24737.49,2656.92,NA,1037,NA,NA,NA
"2212","C00664912",15008.7,9454.98,NA,NA,NA,NA,825.08,NA,NA,NA,NA,NA,NA,3600,1275.75,NA
"2213","C00664953",72369.3,500,NA,NA,3275.66,NA,NA,54352.83,NA,NA,NA,NA,NA,NA,2500,NA
"2214","C00664979",194930.54,5500,NA,NA,21235,NA,NA,52581.3,NA,139.5,6777.85,NA,NA,NA,NA,NA
"2215","C00665026",5664.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712.5,NA
"2216","C00665034",395049.13,81222.35,23250,NA,11085.54,NA,NA,25069.54,1533.97,NA,308.92,NA,2685.86,NA,NA,NA
"2217","C00665042",262037.37,103000,7140,NA,6290,NA,NA,18700,NA,1531.54,NA,NA,NA,1e+05,7700,NA
"2218","C00665059",81921.98,18210,NA,NA,761.16,NA,NA,1600,761.16,7716,1054.41,NA,10655,1500,NA,NA
"2219","C00665109",147609.59,11552.1,NA,NA,12560,7000,4879.76,51612.5,945.01,NA,1776.55,NA,NA,NA,2000,NA
"2220","C00665125",20894.99,2399.61,NA,NA,1694.43,NA,NA,NA,NA,17.25,NA,1716.99,2256,NA,NA,NA
"2221","C00665141",61764.7,963.15,NA,NA,NA,NA,843.63,4500,255,NA,307.8,NA,NA,NA,NA,NA
"2222","C00665182",74382.58,1042.39,NA,NA,250,16945.61,92.67,NA,2552.44,40,NA,3000,NA,NA,NA,NA
"2223","C00665216",34320.93,NA,NA,NA,8145,NA,NA,9680.51,202.39,487.21,NA,NA,NA,NA,NA,NA
"2224","C00665224",2894.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85,NA
"2225","C00665315",46407.12,6942,NA,NA,9967.16,NA,NA,21967.16,NA,NA,NA,NA,NA,NA,NA,NA
"2226","C00665331",515417.73,232756.76,22891,9080,13525.55,NA,NA,194542.97,1418.62,11100,1098,NA,NA,106693.06,21398.31,NA
"2227","C00665349",3335.33,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA
"2228","C00665356",7792.07,287.64,NA,NA,NA,NA,NA,1000,1599.77,NA,160.23,4465.79,NA,NA,NA,NA
"2229","C00665364",260982.06,1650.54,NA,NA,16370.78,46847.25,NA,27862.6,8226.46,NA,5000,NA,NA,NA,139.97,NA
"2230","C00665372",103978.74,NA,NA,NA,650,NA,NA,NA,NA,NA,330.47,NA,NA,NA,NA,NA
"2231","C00665448",565885.63,NA,NA,25600,8523.34,69671.36,NA,NA,1095.53,347.93,NA,700,NA,NA,NA,NA
"2232","C00665463",10965.28,2333.54,NA,NA,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA
"2233","C00665471",1321633.9,475,NA,67728.32,3341.7,314487.01,78906,769813.22,5600,39733.18,2987.31,NA,NA,NA,NA,NA
"2234","C00665497",78403.21,1080,NA,NA,NA,NA,NA,20875,NA,419.4,NA,NA,NA,NA,10706.36,NA
"2235","C00665513",1937389.53,169411.25,56500,7500,187570.84,NA,NA,196352.29,36174.53,146897.62,4597.85,NA,114080,NA,NA,NA
"2236","C00665539",35797.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2237","C00665547",5403.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.28,NA
"2238","C00665588",28816.74,3276.95,NA,NA,1789.72,NA,1701.48,NA,837.23,NA,1656.01,NA,NA,NA,11211,NA
"2239","C00665604",10955.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2240","C00665612",143932.37,5026.37,NA,NA,1500,45027.37,NA,20766.11,300,NA,1039.14,NA,250.75,NA,NA,NA
"2241","C00665620",211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2242","C00665638",3109207.31,3001669.63,93375,NA,151499.88,342164.9,NA,282246.32,21409.58,217780.66,31430.64,NA,NA,1288727,3506,NA
"2243","C00665646",115395,NA,NA,NA,15300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2244","C00665653",41399.69,1000,NA,NA,NA,NA,NA,7750,NA,NA,NA,2500,NA,NA,5065,NA
"2245","C00665679",47548.47,5588.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,NA,250,NA
"2246","C00665695",324440.65,NA,NA,17500,NA,NA,NA,12000,4851,100,NA,1277.29,NA,NA,NA,NA
"2247","C00665711",1944869.1,1025056.66,71502.67,7000,35721,238754.33,NA,111765.62,5394.12,71314.92,37007.6,NA,NA,NA,NA,NA
