"","committee_id","total","advertise","poll","research","fundraise","pay","materials","consulting","event","mail","travel","smedia","radio","television","website","newspaper"
"737","C00578567",609349.01,168901.25,NA,NA,174138.53,3863.88,NA,139227.06,2771.04,9782.09,2437.12,NA,NA,NA,655.47,NA
"738","C00578633",372.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","C00578666",7468.99,NA,NA,NA,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA
"740","C00578716",450,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","C00578732",1926.55,NA,NA,NA,NA,NA,NA,1926.55,NA,NA,NA,NA,NA,NA,NA,NA
"742","C00579102",4356.52,NA,NA,NA,NA,NA,NA,406.52,NA,NA,NA,NA,NA,NA,NA,NA
"743","C00579433",24566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","C00579599",74748.4,NA,NA,NA,1000,7857,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA
"745","C00579896",137826.56,NA,NA,NA,45534.58,NA,NA,55534.58,NA,5956.18,NA,NA,NA,NA,2119,NA
"746","C00580241",3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","C00580282",2575.99,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","C00580316",711537.67,60.9,NA,3000,20892.79,284345.25,NA,100222.7,149,5135,11963.72,NA,NA,NA,63.85,60.9
"749","C00580415",4051407.84,1699068.45,NA,36757.16,595911.28,282945.16,5162,932509.63,4084.16,150643.24,27022.99,NA,1697821,NA,NA,1247.45
"750","C00580498",6419.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","C00580621",50614.84,1891.83,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","C00580647",26378.51,NA,NA,NA,NA,1026,NA,941.53,NA,NA,NA,NA,NA,NA,311.88,NA
"753","C00580712",18995.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","C00580746",7499.41,NA,NA,NA,NA,191.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","C00580829",1130.94,NA,NA,NA,NA,415,NA,NA,NA,NA,314.4,NA,NA,NA,NA,NA
"756","C00580951",390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","C00581033",431177.64,260250.95,NA,NA,NA,NA,NA,10716,NA,62364,NA,NA,NA,117730,NA,NA
"758","C00581058",90472.19,13363.32,NA,NA,NA,NA,1135.15,NA,18770.52,NA,NA,NA,NA,NA,NA,13363.32
"759","C00581074",1526009.85,48877.89,29000,NA,184199.56,15207.57,NA,543258.45,28630.14,143927.57,27904.74,NA,1500,NA,28053,NA
"760","C00581090",707045.72,181436.98,41500,NA,79334.31,1833.95,NA,68773.65,10161.9,NA,NA,NA,NA,NA,2875.31,NA
"761","C00581223",28981.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","C00581231",8280.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","C00581330",767819.67,NA,NA,NA,46784.77,NA,NA,17530.65,5857.38,194858.66,4533.65,10017.32,NA,NA,10516.78,NA
"764","C00581397",18004.77,NA,NA,NA,NA,500.29,NA,14950,NA,NA,1054.48,NA,NA,NA,NA,NA
"765","C00581595",1099439.47,NA,NA,39450,110671.6,104533.76,NA,875,3979.62,3540.33,NA,17500,NA,NA,13714,NA
"766","C00581702",280.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","C00581819",94.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","C00581827",14647.41,NA,NA,NA,NA,265.45,NA,4700,NA,NA,NA,NA,NA,NA,NA,NA
"769","C00581868",1500,NA,NA,NA,1500,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA
"770","C00581926",39109.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.16,NA
"771","C00582015",69987.71,8000,NA,NA,NA,NA,NA,4000,NA,15576.17,NA,NA,NA,8000,NA,NA
"772","C00582296",958195.1,697859.86,NA,59241,43023.82,NA,NA,234733.27,8326.62,26830.88,196.3,NA,15504,396500.3,NA,3948.29
"773","C00582304",1076347.39,NA,NA,17600,184152.35,NA,NA,498339.17,NA,42824.18,68027.76,NA,NA,NA,NA,NA
"774","C00582320",24547.27,NA,NA,NA,NA,354,NA,7550,NA,NA,NA,NA,NA,NA,NA,NA
"775","C00582338",7070.92,NA,NA,NA,NA,NA,NA,2300,NA,NA,NA,NA,NA,NA,NA,NA
"776","C00582585",305.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","C00582635",7841.97,3740.72,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,1848.72,NA,350,NA
"778","C00582676",7144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","C00582684",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","C00582858",12010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","C00582890",3167494.68,43640.13,46650,55695,113334.53,713658.77,NA,255517.41,32617.68,30660.83,28272.01,NA,11012.65,10053.65,NA,NA
"782","C00583088",-250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","C00583294",390.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","C00583336",1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","C00583427",21552.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,NA
"786","C00583781",29697.19,2000,NA,NA,1100,NA,NA,1000,698.24,NA,NA,NA,2000,NA,657,NA
"787","C00584284",9400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","C00584946",424.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","C00585463",8376.74,NA,NA,NA,NA,NA,NA,2614.88,-200,0.49,1352.16,NA,NA,NA,NA,NA
"790","C00585844",1521.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","C00585893",5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","C00585976",35798.39,NA,NA,NA,NA,151.75,NA,NA,500,NA,NA,NA,NA,NA,NA,NA
"793","C00586065",290585.43,56887.15,2920,100,1497.2,NA,NA,86400,NA,NA,744,NA,16710,19761,3500,NA
"794","C00586628",454.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","C00586651",832.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","C00587196",16642.92,NA,NA,NA,15733.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","C00587352",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","C00587634",20077.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","C00587774",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","C00587782",229644.78,800,NA,NA,36200.57,4440,NA,17501.26,800,146720.02,5920.27,NA,NA,NA,NA,NA
"801","C00588285",30248.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","C00588392",121935.45,1000,NA,NA,NA,NA,NA,NA,11735.44,NA,NA,NA,NA,NA,NA,NA
"803","C00588467",3216.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","C00588483",2032.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","C00588491",10694.01,NA,NA,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA
"806","C00588558",87224.89,8485,NA,NA,772.78,33872.5,NA,NA,834.68,460,NA,NA,3625,4860,94.98,NA
"807","C00588624",211.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.43,NA
"808","C00588657",1203574.36,64123.93,NA,NA,193758.69,NA,535.9,239339.07,57337.11,9456.99,6212.7,NA,NA,NA,667.02,NA
"809","C00588673",620.03,NA,NA,NA,NA,281.07,NA,268.97,NA,NA,NA,NA,NA,NA,NA,NA
"810","C00588699",2938.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","C00588715",15344.2,NA,NA,4000,NA,NA,NA,3829.2,NA,NA,NA,NA,NA,NA,NA,NA
"812","C00588764",634936.07,NA,20000,NA,73418.47,NA,NA,110477.96,34726.25,81395.4,11096.76,NA,NA,NA,NA,NA
"813","C00588871",46529.27,4836,NA,NA,3272.9,NA,NA,37934.88,2500,4325.28,2500,NA,NA,NA,NA,NA
"814","C00588970",14731.81,NA,NA,NA,NA,NA,NA,NA,NA,1205.56,NA,NA,NA,NA,NA,NA
"815","C00589234",2984308.69,193188,70200,NA,312513.61,93336.73,NA,412432.77,24710.78,219308.6,31364.44,NA,NA,NA,19955.8,NA
"816","C00589267",400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","C00589374",5728,139.08,NA,NA,NA,NA,1296.83,NA,NA,NA,NA,114.02,NA,NA,NA,NA
"818","C00589440",19867.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","C00589473",1972.22,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","C00589507",8760,NA,NA,NA,NA,NA,NA,8500,NA,NA,NA,NA,NA,NA,NA,NA
"821","C00589713",850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","C00589739",5240.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","C00590067",2084395.08,3810,27900,NA,160184.84,424556.41,NA,263343.19,39609.61,78392.78,119983.31,NA,NA,NA,NA,570
"824","C00590091",294.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","C00590182",17142.45,NA,NA,NA,NA,NA,NA,2083.45,NA,NA,NA,NA,NA,NA,NA,NA
"826","C00590216",10439.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","C00590307",43124.52,647.11,NA,NA,6343.26,NA,NA,3565,222.44,NA,84.96,NA,NA,NA,786.5,NA
"828","C00590463",1538576.86,11791.01,20500,NA,236412.52,105753.21,940.1,185932.96,21733.11,1415.7,610.38,NA,NA,NA,498,NA
"829","C00590489",838954,NA,NA,NA,172962.39,82138.18,NA,198603.17,18368.11,10903.17,9335.38,NA,NA,NA,15613.8,NA
"830","C00590778",1240108.06,10451.28,NA,24800,117777.32,196824.89,3961.66,251507.82,101228.68,159619.59,18043.28,NA,NA,300,750,NA
"831","C00590810",3074.88,NA,NA,NA,NA,306.09,NA,32.79,NA,NA,NA,NA,NA,NA,NA,NA
"832","C00590943",6972.61,937.82,NA,NA,NA,NA,NA,1212.8,NA,1250,NA,NA,NA,NA,NA,NA
"833","C00591065",1507079.39,32979.09,3500,NA,60012.75,817554.57,NA,67940.04,107875.39,144623.21,14431.42,NA,5818.8,NA,NA,NA
"834","C00591289",56130.44,NA,NA,NA,NA,137.5,NA,NA,194.44,NA,NA,NA,NA,NA,NA,NA
"835","C00591420",1550,NA,NA,NA,NA,NA,NA,NA,NA,1050,NA,NA,NA,NA,NA,NA
"836","C00591685",25951.09,NA,NA,NA,553,4330,NA,NA,305,NA,1766.45,NA,NA,NA,NA,NA
"837","C00591701",5749.32,199.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.3,NA,NA,NA,NA
"838","C00591743",51522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493,NA
"839","C00591776",1321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","C00591784",3595.11,NA,NA,NA,NA,NA,NA,NA,NA,184.06,NA,NA,NA,NA,176,NA
"841","C00591875",12607.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","C00592006",475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","C00592048",999834.39,37278.45,NA,5521,211394.95,19460.71,NA,40053.19,38042.74,59535.21,47848.43,47064.99,700,12500,507.03,NA
"844","C00592055",2484.17,405.38,NA,NA,NA,NA,NA,630.22,NA,NA,NA,NA,NA,NA,NA,NA
"845","C00592113",9898.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1029.39,NA,NA,NA,NA,NA
"846","C00592154",761111.93,2213.85,NA,NA,168890.84,605.6,NA,237136.82,23817.43,3188.27,1425.2,NA,225,NA,9703.59,NA
"847","C00592162",2077.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.45,NA
"848","C00592261",258424.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","C00592279",136174.08,56561.76,NA,NA,NA,NA,NA,NA,NA,6955,NA,4045.25,1106,17481,447.77,1322.4
"850","C00592345",737877.11,2770,NA,NA,NA,NA,NA,39718.4,NA,NA,11355.82,NA,950,NA,33.51,NA
"851","C00592469",92526.64,60812.52,NA,NA,3715.55,NA,NA,NA,3500,900,NA,NA,11412.39,47119.75,240,NA
"852","C00592659",583111.5,14812,NA,NA,77519.69,3960,NA,78333.96,24649.01,244.05,24962.08,2599,NA,NA,1299,NA
"853","C00592816",17075.09,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA
"854","C00592857",683.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","C00592956",185458.63,11005.81,2121.26,NA,1850,NA,NA,997,NA,78761.88,200,NA,2592,NA,3000,NA
"856","C00593111",4414.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","C00593301",4151.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","C00593525",106729.38,14270,NA,NA,33684.71,72.55,NA,46665.5,4741.35,NA,1266.61,NA,NA,6885,980.39,500
"859","C00593673",36662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","C00594150",5035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","C00594168",28878.85,7821.96,NA,NA,1526.29,NA,NA,NA,NA,NA,NA,2954.25,6471.96,150,5000,NA
"862","C00595116",290840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","C00595694",154100.17,21243.66,NA,NA,NA,19498.44,NA,50854.75,2636.44,NA,801.14,NA,NA,NA,26.59,NA
"864","C00596841",37883.53,4776,NA,NA,1450,NA,NA,NA,257.55,NA,NA,7.98,NA,NA,NA,NA
"865","C00596858",9125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","C00597005",22432.29,NA,NA,NA,1695.5,NA,NA,8067.5,100,NA,NA,NA,NA,NA,NA,NA
"867","C00597112",62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","C00597641",22262.8,NA,NA,NA,NA,131.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","C00597666",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","C00597682",177.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","C00597690",7604.99,NA,NA,NA,247.06,NA,NA,4250,NA,NA,NA,NA,NA,NA,452.23,NA
"872","C00597716",5780.2,0,NA,NA,NA,NA,0,NA,426.03,92.56,139.65,NA,NA,NA,145,NA
"873","C00597724",1405657.53,8983.52,37800,7000,30580,368325.58,5069.37,679601.24,13675.21,3007.76,4943.74,NA,NA,4003.86,9723.37,160
"874","C00597732",4280.92,NA,NA,NA,NA,141.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","C00598375",14000.88,1445,NA,NA,NA,NA,1597.76,NA,NA,NA,NA,NA,1445,NA,458.62,NA
"876","C00599043",655,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA
"877","C00599464",1864570.78,6987.14,12045,NA,200344.33,NA,NA,320778.15,30300.45,63919.38,1242.89,NA,NA,NA,1630.59,NA
"878","C00599498",86.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","C00599514",15086.78,40,NA,NA,1242,180.34,NA,1000,76.11,NA,1732.9,NA,NA,20,NA,NA
"880","C00599944",2968.43,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA
"881","C00600700",20369.56,NA,NA,NA,NA,3715.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","C00600718",658123.64,8027.33,23000,NA,106233.78,NA,NA,182622.48,3318,52856.39,762,NA,NA,NA,NA,NA
"883","C00600981",3529.71,NA,NA,NA,NA,NA,NA,720,NA,9.71,NA,NA,NA,NA,NA,NA
"884","C00602656",2219.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","C00602672",5555.86,NA,NA,NA,NA,NA,NA,3412.5,NA,NA,NA,NA,NA,NA,NA,NA
"886","C00602706",66970.84,11472.64,NA,NA,NA,NA,NA,NA,2446.66,NA,NA,NA,NA,NA,555,NA
"887","C00602722",1518283.68,226891,26000,1000,305532.68,NA,NA,687290.55,18439.21,189970.94,NA,200,NA,64992.5,NA,NA
"888","C00602854",2246.6,NA,NA,NA,NA,NA,NA,563.75,NA,NA,NA,NA,NA,NA,NA,NA
"889","C00602888",172631.46,NA,NA,NA,71500,26176,2528.02,94508.55,1204.06,410.81,4308.45,10213.55,NA,NA,2433.52,NA
"890","C00602920",587834.24,1082.79,NA,NA,294.95,161228.76,NA,25487.5,2539.63,9210.79,6804.37,NA,NA,NA,21802.82,NA
"891","C00602995",23473.94,600,NA,NA,NA,NA,1135.7,13000,NA,NA,50.02,NA,NA,NA,142.5,NA
"892","C00603001",31367.48,NA,NA,NA,NA,NA,NA,24067.35,NA,NA,6343.09,NA,NA,NA,NA,NA
"893","C00603126",1532.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","C00603498",1079.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","C00603506",922.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","C00603514",728.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","C00603738",24327.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","C00604934",1446.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","C00605196",1821.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","C00605584",1479,NA,NA,NA,NA,NA,NA,550.89,NA,NA,NA,NA,NA,NA,NA,NA
"901","C00605592",2021417.55,306318.24,NA,50324.4,120295.42,442420.22,NA,185979.62,78795.85,3373.94,110693.85,NA,NA,76559.04,10153.7,NA
"902","C00605600",110419.57,NA,NA,NA,105684.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","C00605659",10860.7,NA,NA,NA,NA,NA,NA,9000,NA,NA,NA,NA,NA,NA,NA,NA
"904","C00605741",1065.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","C00606004",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","C00606764",3433.83,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA
"907","C00606848",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","C00606970",29916.15,50,NA,NA,1193.2,NA,65.42,NA,742.67,55.32,2991.4,NA,NA,NA,195.84,NA
"909","C00607002",31220.65,NA,NA,NA,10200.2,NA,NA,12715.7,NA,NA,NA,NA,NA,NA,NA,NA
"910","C00607036",4549.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","C00607101",541181.15,12663.12,NA,247.5,58397.67,74098.39,NA,72532.92,43194.07,20030.83,20715.86,NA,NA,NA,1800,NA
"912","C00607200",1658853.12,2890.86,1200.64,53437.9,64195,354808.83,42360.45,525279.58,85707.83,18656.71,22296.73,NA,NA,NA,5370.13,600
"913","C00607291",5009.47,NA,NA,NA,NA,58,NA,2194.87,NA,NA,NA,NA,NA,NA,NA,NA
"914","C00607325",3716.18,NA,NA,NA,1000,NA,NA,1000,NA,NA,NA,NA,NA,NA,540,NA
"915","C00607333",79484.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","C00607416",4126660.61,1778992.25,75000,NA,255293.78,321794.96,NA,505777.58,4415.97,82790.99,5639.19,NA,NA,NA,1591.1,NA
"917","C00607424",19.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","C00607432",1218936.95,341749,22500,NA,5162.65,NA,NA,30242,NA,274101.65,1092,905,NA,241796,NA,NA
"919","C00607523",53077.98,31949,NA,NA,NA,NA,1716,NA,1175,NA,NA,NA,1500,17707,NA,NA
"920","C00607531",273484.72,40527.9,6650,NA,920,16700,10321.6,27400,900,86.7,4098.33,1650,16047,NA,NA,NA
"921","C00607556",829545.73,76220.21,1500,113580,119724.59,NA,NA,381993.23,15742.53,55331.32,NA,NA,30264,2094.75,27729.35,NA
"922","C00607572",39893.65,NA,NA,32700,NA,NA,NA,4943.65,NA,NA,NA,NA,NA,NA,NA,NA
"923","C00607671",329.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.12,NA,NA,NA,NA,NA
"924","C00607762",47747.75,NA,NA,NA,NA,3011.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","C00607820",492.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","C00607838",1300540.63,29020.56,27312,NA,329924.26,1250,NA,502371.76,94030.68,142787.3,27087.75,NA,NA,NA,NA,NA
"927","C00607846",19299.01,NA,NA,NA,NA,NA,NA,NA,540,NA,NA,NA,NA,NA,NA,NA
"928","C00607879",48680.95,NA,NA,NA,2850,670,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA
"929","C00607937",15199.5,NA,NA,NA,3020,NA,NA,1498.75,NA,NA,NA,NA,NA,NA,NA,NA
"930","C00607945",1097.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","C00608000",35588.24,NA,NA,NA,NA,10000,NA,NA,400,NA,257.63,6169.82,NA,NA,NA,NA
"932","C00608042",495.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","C00608133",100624.02,NA,NA,NA,NA,1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","C00608299",19487.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","C00608406",3121378.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","C00608422",15814.38,2224.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA
"937","C00608430",160561.09,57782.5,NA,800,4102.84,NA,260,3000,3954.35,15010.53,207.88,11581.85,NA,49988.5,1478.75,7794
"938","C00608695",986290.91,198279.34,NA,NA,303006.41,18569.45,NA,210068.71,6745,24658.34,44192.61,NA,20210,178069.34,6214,NA
"939","C00608703",4065952.94,445861.65,40281,6000,896379.73,134564.43,32461.85,507305.31,179808.17,716693.94,44284.38,18660.86,5465,NA,1596.88,NA
"940","C00608737",4093.84,NA,1981.87,1981.87,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA
"941","C00608828",5461.4,1970.39,NA,NA,NA,380.37,NA,1825,NA,NA,NA,NA,NA,NA,NA,NA
"942","C00608901",64654.31,1549,NA,NA,NA,1300,NA,2620,NA,814.96,NA,268.4,400,NA,NA,1149
"943","C00608968",3253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","C00609016",550.53,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA
"945","C00609156",1566.6,NA,NA,NA,NA,NA,NA,NA,NA,49.6,NA,NA,NA,NA,NA,NA
"946","C00609180",4060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","C00609339",2269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","C00609461",5434.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","C00609495",6402.68,300,NA,NA,NA,224.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,300
"950","C00609735",750,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","C00609834",1116.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","C00609842",206.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","C00609958",2685.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","C00609990",1794.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","C00610048",1162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","C00610071",244839.92,74810.52,750,NA,8977.91,4030,NA,35513,3468,4011.07,NA,NA,NA,NA,3455.33,NA
"957","C00610204",9191.7,NA,NA,NA,NA,NA,NA,NA,6920,NA,NA,NA,NA,NA,NA,NA
"958","C00610212",2361758.68,132530.12,62500,NA,484987.2,643.48,NA,555716.05,100067.71,10440.69,12812.02,NA,NA,NA,372.59,NA
"959","C00610279",2991.81,NA,NA,NA,NA,NA,NA,2991.81,NA,NA,NA,NA,NA,NA,NA,NA
"960","C00610287",348.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","C00610360",1148.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","C00610451",645997.46,1640,8978,NA,142414.32,NA,NA,105787.43,58355.83,NA,2848.19,NA,NA,NA,15910.52,NA
"963","C00610527",5119.82,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA
"964","C00610543",1550,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","C00610642",490419.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
